DCcTfozwuKo_000140,eating with cutlery
30bjbSuYiwo_000025,underwater bubbling
vw7Q_igBDZw_000100,driving motorcycle
w8puug1pEUA_000170,stream burbling
01UUc-_Gd6g_000034,scuba diving
TWpPFuupkrI_000004,horse neighing
0yx2_smQlGo_000087,playing table tennis
15AlDzC1hok_000010,playing acoustic guitar
0isUA2Uj1QY_000055,black capped chickadee calling
eynPcfApoeI_000070,"race car, auto racing"
eD1iCCmpwJI_000050,mouse pattering
oMpFqueT90Y_000532,playing darts
cpNapaLn0N8_000257,tornado roaring
uDn75tEflHo_000227,beat boxing
iPf9-mrBDhI_000002,swimming
iuRqQWqwfqg_000036,writing on blackboard with chalk
oxJIPv9O5XI_000046,driving snowmobile
PYDzO-W1zW8_000011,swimming
P3xp8Sh2rao_000017,dog growling
itLupzULR6A_000280,beat boxing
AAChQ1eWzAQ_000131,lathe spinning
3o-OIwrt0mw_000030,playing snare drum
eolk238RMp8_000053,playing timpani
Xy-KJCDDd34_000220,machine gun shooting
Ybtj7PWxcvM_000000,playing bass drum
so8iWTZhO0o_000034,playing sitar
Of59qi5xxkM_000050,playing drum kit
qIY_QsRr6-8_000023,cat growling
eLyQDSo2NAM_000129,opening or closing drawers
982okBl_eYQ_000000,chainsawing trees
M3WoGHmNIco_000001,playing squash
dEr-j6FfDsk_000207,wood thrush calling
UiKniQab5Dk_000028,people crowd
brmfTixMMzk_000030,people sniggering
DrPnkeACQ9A_000065,people slapping
v6qmkyYZW7I_000004,civil defense siren
xv59biu_umw_000040,civil defense siren
tv2S2wSZOmQ_000370,playing harpsichord
Yw1GHwaET-o_000529,playing bassoon
jcTj4t6OSuA_000044,sea waves
1I1PpujUS1U_000030,playing bass guitar
1T21QSqCpP8_000000,francolin calling
5u9DulGZZ4M_000060,playing electronic organ
d6-NjD5FPJ8_000050,people babbling
7pXn3rku_UY_000061,air horn
b5GJSqrLPus_000520,people whispering
xojzNzHGvJk_000010,"child speech, kid speaking"
qIcEYC46zmI_000087,playing cornet
gqipvEMxP6k_000060,helicopter
m1lGAUnkraU_000030,machine gun shooting
yXwqrJrusak_000015,playing cello
GM1HJzeDgwU_000073,playing timpani
n4wpVSIu7c0_000087,beat boxing
Hvai5hF7BDE_000105,people sneezing
01TfccA6nNc_000030,car passing by
c46Svamecpg_000000,playing harmonica
45RDZ3owtvY_000100,chainsawing trees
kXSCtJLQiYs_000259,alarm clock ringing
GGqLhtwd8Fo_000358,playing erhu
coVhwOC7_GI_000118,parrot talking
KB8zs1LyR0g_000002,fox barking
qVwK8fsooj4_000000,people nose blowing
jmLX2yQ4eKk_000007,hail
W2B4ofx4ZBY_000052,crow cawing
s9NA0-v-yIM_000429,typing on typewriter
O6m7oKwTX5Q_000006,coyote howling
4TKwGp2Tzzk_000000,playing bass guitar
zI50_V1U_-k_000003,people screaming
3uR0gs5-_vI_000054,gibbon howling
85w233V_4yw_000127,golf driving
M0EaEBlx5fk_000126,yodelling
1E0LCp7zpHk_000034,playing french horn
ZUEfsa5MScI_000237,playing clarinet
MFrJ2lZZx6w_000002,baltimore oriole calling
1oVN0fCb9N4_000230,"cattle, bovinae cowbell"
P4GT8wykJoA_000025,dog growling
0eVeqRkMQwA_000012,dinosaurs bellowing
1iJUKerdmWA_000010,horse neighing
LFAQwuL7yRI_000030,playing bass drum
XxuWJiKcbFo_000058,playing djembe
g2Tdkuc88Mc_000050,people belly laughing
Mmnq-iAT9lg_000011,playing trombone
yjKNO2AVbU8_000030,"pigeon, dove cooing"
ANt-uRzP54k_000120,playing bass guitar
aZVGxu8aeq4_000018,basketball bounce
odKNP97d7uY_000087,people booing
FZHYK4TLn2w_000000,horse neighing
PFVrKhBuVa4_000078,arc welding
ippcVEkspfk_000316,striking pool
4kcab5Hg-7Q_000137,tap dancing
HRIUhSHDIJA_000430,ambulance siren
scYRUkrFLiQ_000030,people whistling
1Fh1KK8-JTE_000030,snake rattling
UdPJRp4WB0U_000120,"playing steel guitar, slide guitar"
kLb2ZZWpIow_000022,skateboarding
AgGuZL72KaQ_000005,yodelling
jtMXX7arPEk_000063,playing harmonica
k4OeBXmSY98_000080,driving motorcycle
nIwKgw7fKqw_000024,playing badminton
YD9g1A4_NpI_000030,"subway, metro, underground"
N5rREFLtDn8_000070,playing bagpipes
81Wx-SaPSXI_000030,"male speech, man speaking"
0BwUGJ50WSE_000080,playing hammond organ
38Wr8SZhYAo_000083,"playing marimba, xylophone"
_tTpw443G6c_000246,missile launch
WjD-Rdq7MsY_000100,people burping
BbiKc9qc36k_000039,playing trumpet
hWVPJpAhQQQ_000310,goose honking
AMV7016wgoU_000400,people crowd
IsO3HvoodQQ_000304,airplane
5W-7zlBS8RU_000030,car engine idling
NGUKRS2fiC4_000119,woodpecker pecking tree
xXD1croVjHc_000024,cricket chirping
83_wa7NjvLs_000184,fire truck siren
Wv9FZeXLON4_000083,people marching
tMpfnypHSu0_000030,driving buses
buQ65jICEnE_000030,"engine accelerating, revving, vroom"
NETQtgbQ9-s_000015,people whistling
J0WWn6zJYRg_000165,arc welding
DX2JytS-moE_000030,playing harpsichord
KByrSI7JkJs_000030,playing clarinet
__OVGbeYm1U_000270,fireworks banging
CYlnEYDsuD4_000151,train whistling
UoLzBTKXb6M_000070,playing bass guitar
P0NbfzAYpXg_000002,playing volleyball
g7DBGMsBXSk_000020,fire truck siren
yv8H0CRn-jQ_000070,mouse pattering
cMG9nG6XcpM_000520,ocean burbling
JCqXVFjiHCA_000019,pheasant crowing
zydiG27tlDM_000030,playing trombone
LRAL9e9n1Do_000060,hammering nails
U8iZeXR9l_w_000075,playing glockenspiel
o4JoLSUwFEU_000220,playing cello
RsK8WkdlgKw_000146,skiing
gVKR13E0zZs_000030,ocean burbling
BTHtb2nqivY_000030,people whistling
TIgHqpvmG9s_000030,police car (siren)
6IfVRa2xxwE_001760,playing bass drum
3go3C-D6-GQ_000115,slot machine
l4eX84TAHJU_000431,playing gong
W8wZQkCqJho_000028,canary calling
KuBD5mmIBUw_000469,swimming
9_iJOUzDxJM_000030,"playing marimba, xylophone"
DKqCbN7452E_000030,"rowboat, canoe, kayak rowing"
Cra8E231E9U_000031,arc welding
jdM9J7C5sUk_000151,people cheering
LqsJbF2yEuU_000030,playing cello
6CMef77JLTc_000341,fire crackling
P6tI133JXv8_000001,train whistling
d537FDmIQS4_000189,volcano explosion
OP7nNXVh0A8_000057,playing erhu
SwCvBNbdU8g_000086,hammering nails
hCf75ZN7NIY_000185,parrot talking
YsvCF8VgB0w_000045,train horning
xKMV_EQcJDE_000017,ocean burbling
VahZrbh8UZU_000629,playing bass guitar
CywJVq-3GTQ_000044,driving snowmobile
rho50JrK1I0_000400,"bee, wasp, etc. buzzing"
KI_dLVLC5pw_000432,elk bugling
w74S086g_q0_000023,bird squawking
ncJgvpoR4-Q_000037,penguins braying
hObZh1vw0ls_000030,playing bass guitar
dva9Mk0EkFM_000268,hair dryer drying
j23Ak3xk5zk_000066,yodelling
zd0OxxXVRyo_000100,church bell ringing
jYs055b_Teo_000010,police car (siren)
jqibFMBplKE_000000,people crowd
txtmlAGHXe8_000030,"subway, metro, underground"
0rzRLb7mDjc_000076,playing squash
lC7WSvRqvRw_000003,hair dryer drying
D78rbxcXckI_000058,playing table tennis
9BbI8HH9Hxg_000030,"motorboat, speedboat acceleration"
Vqv_3X493mY_000024,gibbon howling
o04k8Tmd3lQ_000004,people marching
uM9uhshQwl8_000124,fire crackling
WCBKl0NCp3g_000052,"subway, metro, underground"
zWqrQlyKtxk_000200,people whistling
lnhHid8yZQs_000016,wind rustling leaves
YIGWhcFjGAk_000000,slot machine
LE5NuPvHLB4_000015,turkey gobbling
QnYHXJHY59w_000010,police car (siren)
I37HOATyw78_000020,gibbon howling
xo1f8RLeYqE_000187,popping popcorn
ubEi8Xdfgtk_000030,"motorboat, speedboat acceleration"
waJh1URituE_000090,people clapping
DSSdOSlRmsQ_000030,people cheering
J6s-xqSv94U_000000,playing washboard
hE-58MBfBow_000118,"electric shaver, electric razor shaving"
hok9GxMU6fg_000000,playing harmonica
_qFYpIUWFTc_000016,hail
hrq4Sxgpl6Q_000130,orchestra
YNaBoKLX52M_000574,people finger snapping
GbNMySzq4fs_000105,missile launch
3-73oI3hZrU_000030,wind noise
05EraRyIIKQ_000224,playing badminton
5Y_zNbiB3kE_000005,cheetah chirrup
G2xTPGTRwYs_000030,"motorboat, speedboat acceleration"
lwRpswfSY50_000512,playing cornet
rSJvgwWCkqs_000117,vacuum cleaner cleaning floors
BCadZyeeKgs_000062,car engine knocking
7YfszRrnycU_000098,firing cannon
16Eg3MeUHrI_000030,stream burbling
4iphOVMeOME_000047,playing oboe
9EoERiRVt20_000237,sharpen knife
OIVCNmBsqSM_000161,fire truck siren
Qn4Jo7PlESM_000015,bowling impact
fpUJhcM6p9U_000030,car passing by
3d-3vuBAAKs_000053,fire crackling
Xm6MO2Nyr2w_000171,otter growling
gW9U5w-IaTo_000000,people finger snapping
3yqr-Qt9GmY_000054,cap gun shooting
vpf8CUabw_w_000100,door slamming
c3Kv3sG0OSI_000052,playing snare drum
FJH2eiElMYo_000276,cat purring
a-6qdgx6nCY_000210,child singing
0VMe1reP0jI_000030,playing acoustic guitar
ulODaSwTGY0_000100,fireworks banging
NnYnz6t9iuw_000005,singing bowl
eaPN3rH92q4_000160,helicopter
kpoDBzcWeSU_000030,baby crying
XXadou9StGI_000010,skidding
N_n-pWWoN-Y_000030,playing banjo
NkbiQyLs8m0_000226,yodelling
wsqPL-bcKLM_000019,"playing steel guitar, slide guitar"
V_kiqQpiVjE_000464,playing synthesizer
PWgd-EhGRxY_000057,playing glockenspiel
it3R0pOwS8Q_000030,fire crackling
r9Jclxj2Q9Q_000204,playing didgeridoo
IFCzZMQ5lbk_000017,baby laughter
S4yfD4wsIxQ_000142,rapping
CGGi6Q8xvO0_000006,train horning
4p7BcobBKgk_000118,firing muskets
bUfd7cGAnJQ_000012,parrot talking
fSzyOiEpZ5o_000029,opening or closing car doors
0MIEAEOC-cY_000030,playing acoustic guitar
X1tqtzTiExg_000370,playing drum kit
o_e4h7eM9_k_000062,playing bongo
Jg7atq1QVuc_000175,playing hockey
YB-fA_ow-uo_000370,eating with cutlery
tFqiHZcInv4_000380,playing saxophone
LkwghKk20CU_000000,pheasant crowing
LzSLA9ZNk8g_000030,"motorboat, speedboat acceleration"
7sbg-Tf6DEg_000030,male singing
onXc2JM56DI_000015,mynah bird singing
6oTx9vtra1c_000061,playing darts
FHlly60mYqE_000242,bouncing on trampoline
MKCapHpr7Tk_000000,crow cawing
lvCqSAQjZgE_000004,playing electronic organ
B1lK6N1ttlk_000021,duck quacking
XiieHpeqzB8_000454,dinosaurs bellowing
81Og-_bi-u4_000330,chainsawing trees
VgyXrwmtPGo_000037,lions roaring
wAmLw6Xs0t0_000030,goose honking
0pOGBc15H3A_000351,cap gun shooting
_0vGPOwom7M_000110,people sniggering
ax0NMKU-Rhg_000761,vacuum cleaner cleaning floors
0hHCTS_wSMg_000079,people sneezing
ti4GWmr02jA_000446,"engine accelerating, revving, vroom"
bcf_1khoGK0_000010,playing drum kit
gO-iZ9uG-_Q_000071,playing cymbal
o9MnJvumLDU_000157,playing steelpan
gkSx3-PLSMA_000000,woodpecker pecking tree
FFFG5d5EESE_000014,wind noise
MDMAII5DGg4_000030,"female speech, woman speaking"
AoTDOno9DFk_000090,lawn mowing
JyZEhChEkMY_000078,playing didgeridoo
6K6QzUbszpY_000030,playing bass drum
SgywZIjGRJc_000010,"subway, metro, underground"
RnNmZMhSj8c_000023,playing zither
cki0nt9y6Gs_000015,beat boxing
zgEyiXMjoeU_000066,singing bowl
4_t4Gob3sRA_000033,roller coaster running
zBD4JmIPhxA_000165,air conditioning noise
CzOSopokNyQ_000050,driving motorcycle
m_fU6X6vwEg_000080,sailing
Z9yyGhM_9qw_000200,"bee, wasp, etc. buzzing"
TtcA_keCmO8_000020,"pigeon, dove cooing"
z4xng2gX3y8_000001,playing trombone
pAXrCxM2rmM_000332,playing table tennis
H__lr6k27sw_000071,gibbon howling
fw1Yd_8YYxE_000512,people burping
Ko49OB0dKaI_000042,train wheels squealing
bsLmTgBnu3k_000054,playing guiro
_aX_UzkXRd0_000140,helicopter
m7Dl2eY-bm8_000515,playing timpani
yKmN3olVon8_000553,"alligators, crocodiles hissing"
0gyFFka0CCQ_000330,sailing
OTfbwzfPU8U_000212,spraying water
6uFuG05rgoQ_000180,people sniggering
L5Y3hNWpJBE_000098,rapping
FHLRsleW_hw_000050,people marching
MRM2Tr7xYZM_000107,playing erhu
tJAATIwhR74_000090,running electric fan
jp7Ryo1TytI_000031,playing cymbal
eB_FuM_Kt54_000550,ambulance siren
Bpq4P7nmfKE_000030,printer printing
nDC1JluwaXU_000012,printer printing
rfRcBTY3ya4_000190,basketball bounce
oQXGkW18OP8_000114,squishing water
YQUfpG7zEK4_000022,playing didgeridoo
Vrj46wdh9jo_000000,"vehicle horn, car horn, honking"
6V64abkFFFY_000123,playing bongo
X3QAEuxuH0U_000080,car engine knocking
cuy9d0O0EUE_000030,chainsawing trees
3FAvFWzAORc_000015,bowling impact
eu-H6zjN7sE_000070,people sobbing
QBeQqK_mRs4_000030,playing banjo
YBw65TJzSac_000050,playing harp
5keEt50p6zI_000011,playing glockenspiel
_DN_psLy84A_000149,bull bellowing
PKVMkCIkEvM_000043,playing castanets
KQu_DVoWWmE_000030,"playing violin, fiddle"
Af2NzAL1yNE_000300,airplane
mmiThgzYX5E_000525,playing tabla
NIbvXr81s9c_000000,thunder
W_BhamoTpIs_000010,"race car, auto racing"
EoBujz6TeU8_000539,"heart sounds, heartbeat"
YapYAh_mZqY_000035,playing gong
1q-zocUoGGE_000050,"subway, metro, underground"
apgxqR4UL0A_000267,playing ukulele
3VMD12UsfiQ_000030,waterfall burbling
Obs7qVZBcs0_000060,playing zither
gcr8r7ZgSmU_000030,playing snare drum
vvljwd2SMzE_000014,goose honking
fwmgYrWtN9M_000077,playing steelpan
A0E3J6rqO4g_000101,lighting firecrackers
skG_36Abhos_000208,people marching
snPTIuJrKXk_000020,male singing
48hocB3tFmM_000008,dog howling
zyys6qaeqzg_000107,forging swords
Ez6y0mOW6M8_000050,playing cello
J5v2CYDJzC8_000000,splashing water
G3BXutSHHtI_000476,ripping paper
KWVBGn7yUdQ_000234,playing snare drum
YHt8AT11Lws_000020,"fly, housefly buzzing"
8JlzXoiwtWk_000174,"electric shaver, electric razor shaving"
KvP1sayctY4_000008,people crowd
DsV5h7yLklM_000035,bowling impact
EIybOeHts5g_000030,toilet flushing
7h3ejIwXNVU_000030,stream burbling
MD78tY6cz2I_000033,dog barking
p8EvnGwWK54_000174,playing flute
7o9DKlvDOOs_000015,airplane flyby
SJajgv9hhJM_000140,playing accordion
M7XwJdPHQAs_000219,lathe spinning
hH3ouFpct-E_000013,police radio chatter
cblfkZx4bsM_000232,playing oboe
RJcWUsq9S7k_000018,cat purring
HqJHsYe7IhU_000080,playing acoustic guitar
H8kRDI0UczE_000267,electric grinder grinding
xwY5FvQrnu0_000038,lawn mowing
6d7aULxnMVY_000210,"race car, auto racing"
H_rLJuETP-k_000001,lions roaring
XKVDFSns_eM_000072,firing muskets
kkbHi2eT5_U_000095,whale calling
VPG1WefAUQU_000350,wind noise
qhrZQd5upCg_000143,airplane
goK1qynER8I_000184,playing badminton
zcRXf0bDtUQ_000030,"railroad car, train wagon"
SDyJGwoPepU_000039,"bee, wasp, etc. buzzing"
plkaNq2TRKY_000020,car engine idling
H9gFX3-HedA_000030,"playing violin, fiddle"
KeqAdkWMe2w_000030,male singing
7BbpNukE8yY_000254,playing cello
faUQnyuIb94_000263,"female speech, woman speaking"
GjpDz-S6eDQ_000020,playing trombone
VzPRgR7cY8E_000030,playing harpsichord
GOwVa7X6WNk_000015,dog growling
jMQZoZFa8kw_000585,elk bugling
masrEzfTHNE_000192,playing vibraphone
9p-UZhjpHg8_000509,bouncing on trampoline
khGwujaait0_000412,bowling impact
h9Rs9TZkbBk_000048,canary calling
jekdC-cM4mw_000123,lighting firecrackers
Il5vFKGv3Uc_000260,planing timber
h-ZH_rbiB0s_000007,"rowboat, canoe, kayak rowing"
JsXyqBLUVIM_000020,playing saxophone
8Rq_5bzI1TM_000059,playing timpani
n5X7kqyUES0_000017,beat boxing
tZUBvalpY_k_000000,chainsawing trees
4sJFrYzql_4_000000,car engine knocking
oKDNV3-tofA_000310,stream burbling
A_RyB83alGI_000038,foghorn
_PT_SXYPGrk_000000,helicopter
InOziXUIsfY_000320,people whispering
2FDHUwcH5C8_000086,strike lighter
ZCHxWuHCpcA_000330,skidding
3jwG8O2VQao_000012,dog howling
bgcW7jnEvFc_000009,cat meowing
4KWCqnlyaJA_000070,driving buses
ZKSN8lkxIlw_000030,people babbling
hDXYBBQ_Lno_000000,fireworks banging
cVjAzfziWBQ_000010,people sobbing
QdEYMboSweA_000001,playing oboe
HiLBo43GMKE_000041,frog croaking
MmiImX_7cj4_000070,people belly laughing
HnSYc22c7H4_000030,playing harpsichord
ohMMahJFlCk_000000,playing electric guitar
g4m6fSQ4L4k_000001,canary calling
YxWgdzD2Q-M_000250,eating with cutlery
Elcg0O-QYfs_000033,"ice cream truck, ice cream van"
148c2EdhfhE_000019,"rowboat, canoe, kayak rowing"
QxDp8lKO13Q_000060,sloshing water
OvqIkVbl_DM_000293,playing harpsichord
J_xdM4m96rM_000170,cat purring
CjI_BUlyd6E_000030,playing electronic organ
Fhrl_Rf01rY_000029,fire truck siren
FcD3ukcMbCc_000005,"bee, wasp, etc. buzzing"
gLZ9uOjwWkQ_000153,playing tabla
h1hqRl1mH0s_000054,"electric shaver, electric razor shaving"
n8e7DP7vIbU_000030,orchestra
YqalvKB32_o_000151,forging swords
0K4QM63pY-w_000030,horse clip-clop
UoaTz8edhdw_000053,playing badminton
UvKfVesXOq0_000030,people whistling
zQsESlGQtGY_000453,playing trombone
zUS3IYRsWXk_002426,mosquito buzzing
2hVtRan2qSU_000030,car engine starting
1v1VEKFC-sA_000030,child singing
pRdi3oChUR4_000020,baltimore oriole calling
5oftr9sLLNs_000015,cap gun shooting
LzX_o8KU8bI_000100,playing bass guitar
NS_XAsPcxcI_000093,civil defense siren
cpNapaLn0N8_000239,tornado roaring
R0-htNEO_Ao_000089,playing trombone
to4YJmaJ19k_000000,typing on computer keyboard
m731tx8N5-Y_000082,playing congas
o4Tw7DWPuOc_000014,planing timber
MXtIsfktzdI_000120,"playing marimba, xylophone"
0pHSc_8TbDw_000007,missile launch
qAYqy71oxWw_000386,chinchilla barking
x0wClCChoRQ_000096,chopping food
ut4B4rXBT1c_000090,airplane
CdhqVtpR2ts_000119,playing gong
A5CJ4ZFpKes_000010,chainsawing trees
qjEVkG9C0O0_000156,otter growling
Ri63bXILyTI_000044,playing squash
PcjQkCcaZxg_000174,playing timpani
DKVLiq_MMzY_000269,train whistling
3rzLAawdzhg_000001,magpie calling
MeuiN7kS73M_000086,children shouting
4VxzajEAl8Y_000490,people whispering
R6gNMVuwBAI_000035,playing bagpipes
g5mVfAV1hgU_000084,woodpecker pecking tree
KRN24y-0dh4_000004,lions roaring
tIN_7O4ZxDg_000030,duck quacking
f7zuDllh_e0_000020,"cattle, bovinae cowbell"
Bwp3cQ_Uh0o_000070,cheetah chirrup
SgK18NYHRvU_000030,crow cawing
5cbCdPFgu-4_000086,playing mandolin
AB42sGdZ0TQ_000023,lawn mowing
LeF9SXUTNJw_000561,people eating noodle
gCQTXVc_PTw_000000,lawn mowing
KztFbSJPxg0_000155,planing timber
PLAFDJ9pSF4_000047,people eating crisps
ulwLfCMcdMI_000080,"race car, auto racing"
pKyzkPGTTBE_000181,child singing
UVtIYKsXSaI_000013,people burping
D-xdLFhZRak_000022,tap dancing
GmOqXGQcz0A_000180,playing trombone
o6AHjTdlc78_000009,playing squash
dRgUzNf78K4_000043,mynah bird singing
y_evRQIMGIs_000013,sailing
0ZloNBL31I8_000000,bathroom ventilation fan running
6RcgJe9kIig_000091,playing guiro
q6IfDkzEkfo_000050,playing electric guitar
69zGB9KsAOw_000030,playing electric guitar
yDT9nKxid38_000150,lawn mowing
HeO_lx7I0c4_000017,"rowboat, canoe, kayak rowing"
23MJysqoBEw_000011,horse clip-clop
UPd41bqfEYs_000009,playing mandolin
yZWVPTJs9Hw_000160,playing bassoon
h_N3xZ3isAU_000030,people screaming
iLaHS4NFcKo_000350,ripping paper
5Z-Pu-cndvk_000016,hail
E6G3iZpAo-A_000030,people whistling
HTfbsi1hcpc_000030,"playing violin, fiddle"
UdVxd1A-5ko_000228,playing clarinet
rSTR-we8M4k_000016,"vehicle horn, car horn, honking"
t79aI-I6ucA_000006,playing sitar
tflAVfGD3EE_000060,cattle mooing
9OtK56LMFOU_000010,playing electric guitar
pzK5bpQ6XYM_000380,playing synthesizer
Yalx2KVJPnQ_000295,spraying water
3z6K7QkTSd8_000878,people slurping
o_0D4HEl6JQ_000032,"ice cream truck, ice cream van"
8nEvnwQBZ1g_000131,slot machine
28Prmnec1Yc_000000,"electric shaver, electric razor shaving"
bycG7dMliGk_000014,singing bowl
O-zESOh38f4_000210,playing hammond organ
6a5UVKyzags_000122,"heart sounds, heartbeat"
L6u3DOgUU2g_000100,wind noise
1ZrEQwz_V-Y_000030,"pigeon, dove cooing"
BW7zzVybpG0_000030,goose honking
c49cAmOzfwo_000001,playing shofar
KcuqjGj0EAE_000271,electric grinder grinding
2YPdxJBc0Sg_000336,playing volleyball
MhWa1gceh9c_000030,duck quacking
QpfubMjdZKs_000030,"playing marimba, xylophone"
8oDB3FFbzjU_000010,elephant trumpeting
G6E8akytRyw_000059,bouncing on trampoline
LMhZUDcPUR4_000063,woodpecker pecking tree
KouEEcsK1HE_000030,"engine accelerating, revving, vroom"
Nd7Zkl9y98k_000018,police car (siren)
TqN_Wu1WjkU_000154,chainsawing trees
EmXo551_qQ8_000077,"electric shaver, electric razor shaving"
0aD_Y0r9yzA_000020,playing harp
gm3dU8DipD0_000110,orchestra
kXJrewtUwq0_000025,lighting firecrackers
OZl5ZuXJypE_000014,lighting firecrackers
YXaFwV7HEhA_000030,playing piano
5oDKDSJTwgk_000030,singing choir
cpj2U4tSaEA_000546,lathe spinning
04sf3v7xOzo_000005,cat meowing
7SUI4leq5oo_000011,sliding door
bk46GHSxDjs_000030,people whistling
R6ugLo2kNSI_000152,running electric fan
tlKdp43zy0A_000011,cap gun shooting
jleAgEfReYM_000819,playing squash
pFCR65zyUgA_000070,people crowd
c-6i5B_AMow_000060,people whispering
YuenTVnikAY_000009,playing djembe
wFftnwMmMiA_000040,turkey gobbling
UlP0qOGpSYU_000075,playing steelpan
uCGfGOQLB-c_000012,playing bongo
q3N3D6IcK1g_000580,chainsawing trees
ywifi4UiTAY_000110,police car (siren)
UrzFg5fr5KY_000027,whale calling
IQ4TUZyFBg0_000028,chipmunk chirping
4fNySMuyr70_000000,playing bassoon
LToNyOZCKJM_000030,church bell ringing
N_m_YA80HyU_000030,driving motorcycle
zBd44rxVQyY_000030,playing acoustic guitar
IxSzQsfelxE_000001,playing volleyball
3sUwkyo7CGk_000030,"motorboat, speedboat acceleration"
XlDikXajlLc_000034,frog croaking
ztEwzWMVELo_000146,wind noise
mu_ph3QlpsE_000080,car engine starting
AvDRkcbvUaM_000130,playing saxophone
OJF4uNG17Po_000070,dog growling
vE7E0A38uQM_000110,playing clarinet
Kb3HH4DUqOc_000140,"playing marimba, xylophone"
XjuEde3gPW4_000307,planing timber
CxQiUREPHRA_000068,people whistling
rvvvyfhJO9w_000000,ocean burbling
WEcVMSwLaRk_000070,parrot talking
xKnngyCIctA_000030,playing acoustic guitar
2DcuR1OxXy8_000060,people cheering
PO2aADVm3ls_000000,black capped chickadee calling
lUa4HHOeNW8_000006,snake hissing
Wxn4eGhJecU_000096,slot machine
JXKC3k9ints_000013,hail
5f7YriTROt8_000043,playing french horn
fzhCi4AWtm8_000267,playing badminton
n0L9zipdxEA_000126,ice cracking
FdOiQR5EOGY_000158,train whistling
xeS25F6uHic_000123,airplane flyby
wKwHvMMsjOU_000011,baby crying
4HsaAN5DRfE_000086,cat purring
dzO1uBDBq2g_000092,fox barking
eBtk1FCbsm0_000018,people booing
MulUADA_hM4_000004,playing glockenspiel
XkiNioKZ34o_000225,people slurping
NeV39lYSSfU_000159,playing volleyball
Xdy5Ow6vk04_000030,playing piano
JyZxppjymgY_000210,people farting
Lu4VyfuVuqA_000000,people burping
It8Fu6803FE_000029,yodelling
3tLz5joViQg_000033,hammering nails
Wwxv2Arf5sE_000122,playing djembe
T8xWj70hPes_000111,playing glockenspiel
JHdJMgy3owo_000040,driving motorcycle
3cgX45wf-iU_000120,playing piano
bZPotm43N7o_000000,splashing water
7VrxYYOWQ6o_000017,"vehicle horn, car horn, honking"
Q-j-AuiWFFY_000010,"bee, wasp, etc. buzzing"
BGke2ypp_CU_000192,"child speech, kid speaking"
vfpCuUJFfXw_000311,playing vibraphone
UndSISeenDU_000000,"rowboat, canoe, kayak rowing"
TiaGOZ-ibxw_000398,people booing
h_KpOaK6Ap8_000003,telephone bell ringing
qWKyksHelmw_000017,baby crying
jh0YEYcLwe4_000098,playing squash
c_l9JluAyl8_000015,playing harmonica
2F_11DM__Bg_000030,playing electric guitar
5kUT-NvFTZY_000490,"subway, metro, underground"
akHMKgebttY_000041,people hiccup
HESc87zC1u8_000050,driving buses
IrEJY7fu2Yg_000020,fireworks banging
STIZTWWJf24_000040,lathe spinning
0cgVlzI7hsU_000004,gibbon howling
7NUqdE-24VA_000170,skidding
cUeClE6MdUA_000162,people eating noodle
i5gwLgmGBeI_000020,people booing
pHZAJvEbT5Q_000000,mouse squeaking
XkP87BVJiRQ_000004,woodpecker pecking tree
eahfUXZrEN0_000000,raining
PlMrHCx1fHg_000000,toilet flushing
h_M8-H9KqNU_000179,playing hammond organ
I8Af3ncHGJU_000170,people sneezing
c1bLSJd1Q8Y_000030,"motorboat, speedboat acceleration"
EUv76QcT_5c_000028,playing trombone
zrgf6IXy4u8_000431,tapping guitar
SVnSB-lO4UQ_000279,playing squash
mll24xrpuaQ_000187,cow lowing
xv7Jd94bnOI_000009,rapping
fRJwStp0Dlg_000090,ambulance siren
L4RCsyffBqE_000004,playing squash
JztXwuWaiaM_000008,playing didgeridoo
irapaW4ABPE_000032,pumping water
Ear3eibRPs4_000040,beat boxing
9cQPJ7Df9aI_000070,"subway, metro, underground"
4Ff53JIepl8_000137,singing bowl
o8_DeHhF4XI_000114,"playing steel guitar, slide guitar"
eVyfljUh8OE_000603,playing sitar
dJJzJrWqDXo_000080,people sniggering
_6GwKOIm8Ms_000048,telephone bell ringing
qSMhohpcXp0_000006,fire truck siren
5XO3ot5rF7Q_000040,police car (siren)
F-RAk8dX5cI_000088,eletric blender running
Q6zRSPqpZ0Y_000043,otter growling
IjvgXp0X6ec_000070,playing electronic organ
lKhe8BxkRnU_000025,wind rustling leaves
B6fA0vSMtoY_000015,train horning
DOFjsRREms8_000040,helicopter
3eIN0Rim4Ds_000030,playing acoustic guitar
2XOEam_Gg_M_000030,"subway, metro, underground"
FD9B_GeMSx8_000050,car passing by
mNcBdnzU71g_000081,airplane
xfo3j7aFcf0_000455,playing mandolin
vbjU3wmevSc_000017,people farting
7IFMfPJp4lw_000042,barn swallow calling
GJpOLvZfKyE_000515,train whistling
RbgPx3YnAv4_000762,playing snare drum
oRbCfVGrj7I_000130,playing bagpipes
wVw4c2dANg4_000000,playing ukulele
SqYBwq9Y50o_000210,people clapping
oEJKqEeYdnU_000000,dinosaurs bellowing
rO5PxbbB1Rk_000344,playing clarinet
vqHvNLNrsik_000270,goose honking
yQyWzrkduvo_000203,alarm clock ringing
2489JjNIqyA_000252,"female speech, woman speaking"
